"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"RemoteAssistance-DCOM-In-TCP-NoScope-Active";"Remote Assistance (DCOM-In)";"Inbound rule for Remote Assistance to allow offers for assistance via DCOM. [TCP 135]";"@FirewallAPI.dll,-33002";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-RPCSS-In-TCP";"Remote Volume Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP-Active";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-RAServer-In-TCP-NoScope-Active";"Remote Assistance (RA Server TCP-In)";"Inbound rule for Remote Assistance to allow offers for assistance. [TCP]";"@FirewallAPI.dll,-33002";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\raserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-RPCSS-In-TCP-NoScope";"Remote Event Log Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Event Log Service.";"@FirewallAPI.dll,-29252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"EventForwarder-In-TCP";"Remote Event Monitor (RPC)";"Inbound rule for remote event monitoring via RPC/TCP.";"@FirewallAPI.dll,-36801";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\NetEvtFwdr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NVS-FrameServer-In-UDP-NoScope";"Microsoft Media Foundation Network Source IN [UDP 5004-5009]";"InBound Rule for the Microsoft Media Foundation's Capture SVC to open UDP port to enable RTSP";"@FirewallAPI.dll,-54001";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5000-5020";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"FrameServer";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP-Active";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SNMPTRAP-In-UDP-NoScope";"SNMP Trap Service (UDP In)";"Inbound rule for the SNMP Trap Service to allow SNMP traps. [UDP 162]";"@firewallapi.dll,-50323";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"162";"Any";"Any";"Any";"%SystemRoot%\system32\snmptrap.exe";;"SNMPTRAP";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-ASYNC-In-TCP";"Windows Management Instrumentation (ASync-In)";"Inbound rule to allow Asynchronous WMI traffic for remote Windows Management Instrumentation. [TCP]";"@FirewallAPI.dll,-34251";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-WINMGMT-In-TCP";"Windows Management Instrumentation (WMI-In)";"Inbound rule to allow WMI traffic for remote Windows Management Instrumentation. [TCP]";"@FirewallAPI.dll,-34251";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Datagram-In-UDP-NoScope";"File and Printer Sharing (NB-Datagram-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-28502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP";"Performance Logs and Alerts (TCP-In)";"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-RPCSS-In-TCP";"Windows Defender Firewall Remote Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Windows Defender Firewall.";"@FirewallAPI.dll,-30002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-In-TCP";"Windows Remote Management (HTTP-In)";"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]";"@FirewallAPI.dll,-30267";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5985";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"DeliveryOptimization-TCP-In";"Delivery Optimization (TCP-In)";"Inbound rule to allow Delivery Optimization to connect to remote endpoints";"@%systemroot%\system32\dosvc.dll,-100";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"TCP";"7680";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dosvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Name-In-UDP";"File and Printer Sharing (NB-Name-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-rpc";"Virtual Machine Monitoring (RPC)";"Allow Task Scheduler service to be remotely managed via RPC/TCP.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP";"Network Discovery (NB-Name-In)";"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-PnrpSvc-UDP-In-EdgeScope";"Remote Assistance (PNRP-In)";"Inbound rule for Remote Assistance to allow use Peer Name Resolution Protocol. [UDP 3540]";"@FirewallAPI.dll,-33002";"False";"Public";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"UDP";"3540";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"pnrpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-PPTP-In-TCP";"Routing and Remote Access (PPTP-In)";"Inbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]";"@FirewallAPI.dll,-33752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"1723";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP";"Remote Volume Management - Virtual Disk Service (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vds.exe";;"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP";"iSCSI Service (TCP-In)";"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]";"@FirewallAPI.dll,-29002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-In-TCP-NoScope";"TPM Virtual Smart Card Management (TCP-In)";"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-dcom";"Virtual Machine Monitoring (DCOM-In)";"Allow DCOM traffic for remote Windows Management Instrumentation.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RpcSs";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RS-In";"Core Networking - Router Solicitation (ICMPv6-In)";"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"133";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP-NoScope";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-RPCSS-In-TCP";"Windows Management Instrumentation (DCOM-In)";"Inbound rule to allow DCOM traffic for remote Windows Management Instrumentation. [TCP 135]";"@FirewallAPI.dll,-34251";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WirelessDisplay-Infra-In-TCP";"Wireless Display Infrastructure Back Channel (TCP-In)";"Inbound rule for Wireless Display Infrastructure back channel [TCP]";"@wifidisplay.dll,-100";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"7250";"Any";"Any";"Any";"%SystemRoot%\system32\CastSrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP-Active";"Network Discovery (Pub-WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-RPCSS-In-TCP-NoScope";"Remote Scheduled Tasks Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.";"@FirewallAPI.dll,-33252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active";"Remote Assistance (PNRP-In)";"Inbound rule for Remote Assistance to allow use Peer Name Resolution Protocol. [UDP 3540]";"@FirewallAPI.dll,-33002";"True";"Domain, Private";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"UDP";"3540";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"pnrpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Collab-PNRP-In-UDP";"Windows Peer to Peer Collaboration Foundation (PNRP-In)";"Inbound rule for the Windows Peer to Peer Collaboration Foundation to allow Peer Name Resolution. [UDP 3540]";"@FirewallAPI.dll,-32002";"False";"Any";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"UDP";"3540";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"PNRPSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"DIAL-Protocol-Server-In-TCP-NoScope";"DIAL protocol server (HTTP-In)";"Inbound rule for DIAL protocol server to allow remote control of Apps using HTTP. [TCP 10247]";"@FirewallAPI.dll,-37101";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"10247";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-RPCSS-In-TCP-NoScope";"Remote Service Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Service Control Manager.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP-NoScope";"Network Discovery (WSD Events-In)";"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5357";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-ASYNC-In-TCP-NoScope";"Windows Management Instrumentation (ASync-In)";"Inbound rule to allow Asynchronous WMI traffic for remote Windows Management Instrumentation. [TCP]";"@FirewallAPI.dll,-34251";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-nb-session";"Virtual Machine Monitoring (NB-Session-In)";"Allow NetBIOS Session Service connections.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"139";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-In-TCP-NoScope";"Windows Defender Firewall Remote Management (RPC)";"Inbound rule for the Windows Defender Firewall to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-30002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"policyagent";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-RPCSS-In-TCP";"File and Printer Sharing (Spooler Service - RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Spooler Service.";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDA-In";"Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)";"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"136";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NVS-FrameServer-In-TCP-NoScope";"Microsoft Media Foundation Network Source IN [TCP 554]";"InBound Rule for the Microsoft Media Foundation's Capture SVC to open TCP port to enable RTSP";"@FirewallAPI.dll,-54001";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"554,8554-8558";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"FrameServer";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP-NoScope";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-In-TCP";"Remote Service Management (RPC)";"Inbound rule for the local Service Control Manager to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\services.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-RPCSS-In-TCP";"Remote Service Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Service Control Manager.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-Compat-In-TCP";"Windows Remote Management - Compatibility Mode (HTTP-In)";"Compatibility mode inbound rule for Windows Remote Management via WS-Management. [TCP 80]";"@FirewallAPI.dll,-30252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"80";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP";"Network Discovery (SSDP-In)";"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Name-In-UDP-NoScope";"File and Printer Sharing (NB-Name-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-28502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-DAS-In-UDP";"Network Discovery (WSD-In)";"Inbound rule for Network Discovery to discover devices via Device Association Framework. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\dashost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Session-In-TCP";"File and Printer Sharing (NB-Session-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"139";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PP-In";"Core Networking - Parameter Problem (ICMPv6-In)";"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"4";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP-NoScope";"iSCSI Service (TCP-In)";"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]";"@FirewallAPI.dll,-29002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP-Active";"Network Discovery (NB-Name-In)";"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP4-ERQ-In";"File and Printer Sharing (Echo Request - ICMPv4-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-NP-In-TCP-NoScope";"Remote Service Management (NP-In)";"Inbound rule for the local Service Control Manager to be remotely managed over Named Pipes.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Teredo-In";"Core Networking - Teredo (UDP-In)";"Inbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Teredo";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"iphlpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-In-TCP-NoScope";"Remote Service Management (RPC)";"Inbound rule for the local Service Control Manager to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\services.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-SMB-In-TCP";"File and Printer Sharing (SMB-In)";"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-RPCSS-In-TCP";"Distributed Transaction Coordinator (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service.";"@FirewallAPI.dll,-33502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-NP-In-TCP";"Remote Service Management (NP-In)";"Inbound rule for the local Service Control Manager to be remotely managed over Named Pipes.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
